age,income,employment_years,education_level,marital_status,home_ownership,num_dependents,zip_code_region,loan_amount,credit_score,cred_hist_length,num_existing_loans,total_debt,checking_acc_balance,savings_acc_balance,previous_defaults,credit_card_utilization,num_late_payments_last_year,inquiries_last_6_months,has_co_signer,loan_purpose,debt_to_income_ratio,target_default
69,132782,38,2,0,2,0,0,6347,732,7,1,91907,15869,40882,0,0.973421310694105,7,7,1,1,0.6921646006235785,0
36,142046,33,2,0,2,4,1,33171,601,14,1,24482,19315,34374,0,0.5021530187015332,5,5,1,3,0.17235261816594624,0
64,122932,22,1,1,0,3,2,29517,468,7,4,1549,2130,39293,0,0.8564776938434238,9,4,1,2,0.012600462044056878,0
33,91906,4,0,1,0,3,0,25274,568,12,0,13881,4412,3578,0,0.19531741054335916,5,9,1,2,0.15103475289970186,0
22,29528,29,3,0,2,4,3,34577,663,11,0,68376,10884,21050,1,0.9394427648991306,9,1,0,2,2.31563261988621,0
52,113812,5,1,0,0,3,1,28648,399,17,3,48890,2796,15468,0,0.7944314345690218,5,8,0,3,0.4295680596070713,0
29,70100,3,0,0,2,2,1,5118,514,11,4,12561,14007,19229,0,0.8086921561891424,6,9,0,3,0.17918687589158344,0
42,129869,28,3,2,0,3,3,18910,396,21,1,71741,14965,2938,0,0.3897648751959286,4,7,0,3,0.552410505971402,0
69,28179,22,3,2,2,4,1,14083,847,3,0,50796,6745,48925,0,0.48563699307768626,11,4,1,0,1.8026189715745768,0
38,68781,5,3,2,0,4,1,14187,636,19,0,24514,12887,42886,0,0.5933543258986801,10,5,1,1,0.3564065657667088,0
53,75267,31,0,1,0,4,1,1424,658,22,2,65035,5202,13875,0,0.7897655362050647,8,8,1,0,0.8640572893831294,0
40,102379,17,3,0,1,1,0,27641,589,4,1,99509,1555,35195,1,0.8490567520604376,6,0,0,0,0.9719669072759062,0
33,43952,14,3,1,1,1,0,35750,695,8,4,65691,11882,24740,0,0.07804530935193443,0,3,1,2,1.49460775391336,0
56,73798,39,1,1,1,1,2,16918,659,14,0,52076,11764,14150,1,0.9040623875331745,10,4,1,2,0.7056559798368519,0
62,118696,31,2,1,0,1,1,24154,646,20,4,28647,4443,9701,1,0.937496652504261,11,8,1,1,0.24134764440250725,0
59,130434,8,0,0,2,1,2,49166,423,24,1,68520,13583,49121,0,0.5928874043567856,11,4,0,1,0.5253231519389117,0
56,70939,36,2,2,0,1,0,12992,837,14,1,56648,8522,23291,0,0.18675061325490594,8,4,1,3,0.798545228999563,0
31,49516,9,1,0,1,1,1,35001,721,28,0,2245,10136,29286,0,0.8184148327034895,10,2,1,2,0.04533888036190322,0
48,76526,19,2,0,0,4,2,43757,635,16,3,22648,9876,24116,0,0.5485876145495989,5,7,1,0,0.29595170268928206,0
22,30449,5,3,1,1,0,1,15546,802,15,4,16716,746,5886,0,0.8171964537163796,10,6,1,1,0.5489835462576768,0
52,70290,2,3,1,1,1,1,42524,356,12,4,98583,2184,13672,0,0.8148081265893166,7,7,0,1,1.4025181391378574,0
40,146688,10,0,1,2,4,3,4019,375,16,2,42429,14052,14508,0,0.08672931568579245,8,3,1,0,0.28924656413612565,0
46,106661,16,0,2,2,0,2,2304,765,20,1,63137,9576,28668,0,0.6070214283706641,10,7,0,3,0.5919408218561611,0
60,92954,31,0,2,1,1,0,47912,584,19,1,60491,9210,43770,0,0.48314429926872127,10,9,1,2,0.6507627428620608,0
28,42746,3,1,2,1,0,2,17832,685,5,0,22512,15079,9392,0,0.9461194699995177,1,3,1,2,0.5266457680250783,0
35,87990,3,0,0,0,0,2,23791,558,12,0,66813,7148,37936,0,0.29664129192539634,1,0,1,0,0.7593249232867372,0
64,78810,16,1,1,1,2,2,11022,776,29,0,10025,12855,46190,0,0.20600010619092501,4,3,1,3,0.1272046694581906,0
29,138362,18,3,0,0,3,3,11350,310,5,2,43848,15473,3281,0,0.8970868560191547,4,4,1,0,0.3169078215116867,0
26,103297,4,2,2,1,2,1,12818,559,10,3,60947,18408,46839,1,0.14871556890010473,11,9,0,2,0.5900171350571652,0
27,35223,31,3,1,2,0,0,34617,692,26,0,69150,9734,8810,0,0.6865194587244617,9,7,1,0,1.9632058598075122,0
61,92237,21,3,2,2,4,3,4962,668,17,0,86530,14219,37722,1,0.30001981384181087,9,9,1,0,0.9381267820939536,0
34,22597,5,3,1,1,1,0,5854,483,15,0,67381,19095,29850,0,0.5678457554974776,1,5,1,2,2.9818559985838826,1
55,85677,34,0,1,0,3,3,35307,315,8,2,2541,11238,36491,0,0.6162194328412611,9,9,0,2,0.02965790118701635,1
24,22659,21,0,0,0,1,1,3944,805,8,4,80366,14357,34454,0,0.41736928195796674,3,4,0,2,3.546758462421113,0
63,106516,0,0,0,0,4,0,23327,385,8,3,79234,7197,47659,0,0.9749649802370958,8,2,1,0,0.7438694656201885,0
30,94567,19,2,2,1,3,2,4244,309,10,4,52326,1702,12924,0,0.13183316808497914,3,3,0,0,0.553321983355716,0
57,35037,21,0,0,1,2,3,23720,776,20,1,75783,5529,16023,0,0.391399089036757,0,5,1,0,2.16294203270828,0
59,146498,10,1,0,2,0,0,26090,463,13,1,17573,7216,28508,1,0.4303953268743158,4,5,0,3,0.11995385602533823,0
26,66738,12,3,0,2,4,1,47023,323,16,0,96322,12612,28468,0,0.6310469489961815,1,5,1,1,1.44328568431778,0
67,123965,2,2,1,1,0,0,35359,611,9,4,28528,7655,28379,1,0.4072597581945191,5,1,0,3,0.23012947202839512,0
44,91678,8,2,0,2,0,3,49536,537,16,2,92146,5417,25929,0,0.09703601137216322,0,7,0,1,1.005104823403652,0
19,32109,11,2,2,0,1,1,8855,761,10,3,23940,16133,37007,1,0.9474299981808262,6,7,0,2,0.7455853499018966,0
22,42010,22,2,1,0,4,2,2601,761,3,4,33387,6324,41313,0,0.4160790816386857,6,5,0,1,0.7947393477743394,0
46,28787,13,2,1,1,0,3,32952,537,23,4,39437,8313,16664,0,0.34267372721707257,3,3,0,3,1.3699586618959947,0
54,128400,32,1,0,0,2,3,46577,321,22,3,65545,14459,13633,0,0.4467221241740047,8,1,0,2,0.5104750778816199,0
55,28472,17,3,1,1,3,1,6690,479,25,4,62003,16649,44337,1,0.21659568212892244,2,5,0,1,2.1776833380162968,0
36,135111,8,2,2,0,4,3,13521,798,28,4,78282,18508,4932,0,0.10022168466865089,4,5,0,1,0.579390279103848,0
25,43383,22,3,2,1,1,0,35610,774,14,3,27928,16815,16205,0,0.14857847910886257,4,9,1,1,0.6437544660350829,0
65,81709,9,0,1,0,4,2,11483,638,13,2,2113,4974,19934,0,0.1666548270035596,7,2,1,0,0.025860064374793476,0
62,89785,18,2,0,0,1,0,9058,830,4,3,48843,12723,49541,0,0.19767343821589511,9,1,1,2,0.5439995544912848,0
18,133253,4,2,0,2,3,1,14704,461,4,0,73659,15473,5183,0,0.4199602122261923,9,3,1,0,0.5527755472672286,0
39,54518,22,3,1,2,2,3,6565,360,6,0,60627,1085,20251,0,0.6238992690441536,3,7,1,2,1.1120547342162221,1
69,73909,29,2,2,2,0,2,44856,384,24,0,52588,18869,20744,0,0.6288878380267325,0,4,1,1,0.7115236304103695,0
34,38351,24,2,1,2,4,1,38256,846,19,0,71695,15771,2053,0,9.756956192685795e-05,10,2,0,1,1.8694427785455399,0
24,89624,27,2,0,2,1,0,31615,789,11,1,45523,8292,37776,1,0.9209576668983999,4,4,0,3,0.5079331429081496,0
42,73330,33,1,0,2,3,3,42674,304,8,2,30153,10346,8359,1,0.8228471805323216,0,8,0,1,0.41119596345288423,0
62,142477,24,1,1,1,0,3,2927,375,14,1,78116,7202,47458,0,0.9639380394360398,2,7,1,0,0.5482709489952764,0
21,35282,9,2,2,1,3,1,16512,552,8,4,78012,19432,45905,0,0.35998634473019286,5,9,0,0,2.2110991440394536,0
53,104866,13,1,1,2,2,0,9301,306,14,4,16218,13174,34934,0,0.664799276689397,0,6,0,1,0.15465451147178302,0
23,127945,29,0,2,1,0,3,22313,772,23,3,75377,17183,40874,0,0.1680207492560971,9,3,0,0,0.5891359568564618,0
48,41778,24,2,2,2,0,0,9457,437,7,0,54719,5611,12461,0,0.817033027220336,2,1,0,1,1.3097563310833453,0
36,44264,13,0,1,1,0,2,6492,657,21,3,54454,14191,43966,0,0.16136772295436885,6,8,1,3,1.2302096511838063,0
61,79675,34,3,1,0,1,3,4223,462,18,4,16796,5263,49338,0,0.3259857008077496,1,2,0,3,0.21080640100407907,0
56,25075,33,0,2,1,0,2,23511,617,12,0,26785,8626,21566,0,0.4908348559469833,5,5,0,1,1.0681954137587237,0
44,95948,9,3,2,1,3,3,22455,757,14,2,52810,11996,45006,0,0.5945316688527504,6,6,1,3,0.5504023012465086,0
27,68454,34,2,2,1,1,1,34722,552,15,4,14634,10805,27516,0,0.5596330242867316,11,2,1,1,0.21377859584538522,0
43,48365,10,3,2,0,0,3,24434,500,18,3,54142,9107,35413,0,0.10209601170999727,11,2,1,0,1.1194458802853302,0
36,92766,10,3,0,2,3,3,31341,831,29,3,95373,10467,47313,0,0.421676002863851,1,2,0,1,1.028102968760106,0
56,68200,20,0,1,1,3,0,43309,464,12,4,955,8839,46064,0,0.9229092642058225,10,2,0,2,0.014002932551319649,0
20,31002,20,0,2,1,4,0,16007,531,10,1,73679,18679,31469,0,0.8723685277518516,10,2,0,2,2.3765886071866333,0
62,33947,21,0,1,0,3,2,35342,627,12,2,70656,12270,4627,0,0.5907835232546398,4,6,1,1,2.0813621233098654,0
30,99222,6,2,2,2,2,2,27799,537,8,4,9367,17815,11191,0,0.5723245754536014,9,4,0,1,0.09440446675132531,0
67,114840,16,2,1,1,0,2,16674,419,27,4,26077,13887,33973,0,0.11167518264933018,11,3,1,1,0.22707244862417275,0
45,136219,1,0,1,0,0,3,16426,549,6,3,29147,2361,6703,0,0.2002594523103034,9,5,1,3,0.21397161923079747,0
37,98610,11,2,2,2,0,3,8095,635,24,0,49394,12324,16611,0,0.25263974260409605,0,7,1,2,0.500902545380793,0
45,72142,17,2,2,2,3,2,45791,583,19,0,91507,723,45669,0,0.48819572852380566,2,1,0,1,1.268428931828893,0
25,76307,10,3,1,1,3,1,25104,497,1,0,71135,1547,34904,0,0.7313560480957187,0,2,1,1,0.9322211592645497,0
58,24493,15,3,1,1,0,1,4255,715,13,3,14387,8275,23695,0,0.4607253556042582,11,1,1,0,0.5873923161719675,0
56,144023,17,0,1,1,1,3,34826,694,22,0,43814,13405,44691,0,0.12606104183739775,2,6,0,0,0.30421529894530736,0
18,70085,34,2,0,1,1,1,35725,450,16,4,48703,1365,6958,1,0.4393488770113805,3,1,1,3,0.6949133195405579,0
20,54228,25,3,2,0,2,1,24032,564,18,1,93705,13659,16633,0,0.16263325374888837,11,4,1,3,1.7279818543925647,0
30,99676,15,1,0,0,4,2,5944,519,12,1,559,3853,2272,0,0.7511473516928845,11,9,0,2,0.00560817047233035,0
45,71875,5,2,0,1,2,1,38826,515,25,1,13173,4682,22422,0,0.166500860404579,4,8,0,2,0.18327652173913042,0
66,51655,11,1,2,2,0,1,31497,614,5,0,55851,11391,3018,0,0.4825339895444567,3,7,1,1,1.0812312457651727,0
42,63472,12,0,2,1,0,3,28723,515,21,1,88731,5960,12960,0,0.693413602661093,3,7,1,2,1.3979550037811947,0
50,69437,3,2,0,2,0,3,36287,634,13,0,71567,19882,2215,0,0.22819806394520858,8,2,0,1,1.0306752883909156,0
55,69416,38,0,2,2,4,3,12845,658,26,4,68800,15464,34925,0,0.07603010763732643,8,0,1,3,0.991125965195344,0
23,79711,1,0,1,2,3,1,25297,460,8,4,2294,19369,18180,0,0.5632994760747487,8,1,1,3,0.02877896400747701,0
61,26816,25,0,1,0,4,2,3570,810,6,3,11221,12286,19628,0,0.05420266350439251,10,6,1,3,0.41844421241050117,0
62,97175,26,0,0,2,2,0,28503,456,3,3,59786,1567,15870,0,0.587768642968168,4,3,1,0,0.6152405454077695,0
49,84307,26,0,0,2,3,3,8450,461,25,2,6186,4191,296,0,0.7534985375862014,10,9,0,2,0.07337469012063055,0
62,132728,14,2,2,0,3,3,21271,341,26,4,47943,9718,34695,0,0.3293159916723065,4,4,1,3,0.3612124043155928,0
64,66733,7,1,2,2,2,3,41471,479,20,0,95503,5135,14578,0,0.48834940908069213,1,0,1,3,1.4311210345706022,1
38,148202,6,2,0,2,3,2,16898,602,26,2,64763,6751,13554,0,0.9287618382249465,5,1,0,3,0.4369914036247824,0
33,115028,39,2,0,1,1,0,15389,629,4,4,63222,8209,40189,0,0.4711088641755524,1,8,1,2,0.5496227005598637,0
38,136450,11,2,1,2,2,0,49182,728,12,0,53073,11672,21585,1,0.9965540613933889,9,5,1,2,0.38895566141443755,0
28,31240,12,3,1,2,2,3,26463,649,13,4,13388,7174,34225,0,0.1570024113576729,4,6,1,0,0.42855313700384123,0
54,118234,16,3,2,2,1,1,1744,419,2,4,39848,18103,3546,0,0.7089339024832891,10,4,1,0,0.33702657442021755,0
53,112493,16,2,1,2,4,3,23804,374,19,0,14033,8061,46622,0,0.652618598197254,11,8,0,0,0.12474553972247163,0
52,145149,35,1,2,2,4,3,37282,422,4,4,22416,13265,46083,0,0.8723048135263272,11,9,0,0,0.15443440877994336,0
36,118344,20,2,2,0,4,1,11871,481,23,4,61922,878,40129,0,0.09244321199054073,4,4,1,3,0.5232373419860745,0
37,91363,7,0,2,2,3,1,14536,556,13,4,51025,8785,27703,0,0.2802065915018167,3,5,0,1,0.5584864770202379,0
35,52762,4,3,1,2,1,3,24097,568,19,3,4053,12930,3664,0,0.13217922576033525,4,9,0,0,0.0768166483454001,0
64,28259,25,3,0,0,2,2,1175,792,8,1,8644,6272,26165,0,0.9330951222719215,6,8,0,1,0.30588485084397893,0
58,70139,15,2,0,0,2,2,4217,479,8,4,91545,12742,31099,0,0.4266353246452571,9,4,1,3,1.3051939719699455,0
66,148775,35,2,1,2,2,1,16106,448,16,0,60431,17993,40422,0,0.9100658455350691,1,3,1,3,0.4061905562090405,0
31,34849,27,1,0,2,3,3,31359,817,26,4,64212,6714,16479,0,0.29440699435882267,0,4,0,2,1.8425779792820454,0
32,101768,28,1,2,2,3,2,47464,447,11,3,5937,5109,42319,0,0.12636810136165189,3,4,0,1,0.05833857401147709,0
48,126108,11,0,0,1,4,3,23357,308,18,3,90583,18832,6140,0,0.2965372729860164,6,4,0,1,0.718297015256764,0
18,109709,36,2,1,1,3,3,43354,477,4,4,33018,12749,17736,0,0.597174359328049,0,0,0,3,0.30095981186593623,0
20,74869,29,2,0,2,4,3,39570,694,24,2,24330,15888,22141,1,0.8452325917845909,3,4,0,2,0.3249676100922945,0
33,146888,22,2,2,0,4,2,8034,630,1,1,74785,2136,21628,1,0.38539069322499686,5,4,0,0,0.5091294047165187,0
40,83095,15,3,2,2,2,0,17263,355,1,0,47053,16020,46862,0,0.9148086592534842,5,0,0,0,0.5662554907034117,0
28,137886,13,0,1,0,3,3,43180,506,14,0,88385,6966,27243,0,0.24423205967792871,0,3,1,2,0.6410005366752245,0
29,90910,9,1,1,0,4,2,9776,404,4,0,95325,2053,17214,0,0.6935406873037668,6,7,1,2,1.0485645143548565,0
27,106710,6,3,1,0,1,0,44822,846,11,0,6415,7763,17989,0,0.7357133504822723,4,3,1,0,0.0601162027926155,0
49,43567,36,3,2,2,1,1,10812,654,18,3,29195,13232,21029,0,0.273962919330616,5,6,1,3,0.6701172906098652,0
33,55292,28,3,0,2,3,2,20739,788,16,1,75770,83,44770,0,0.02696987830052744,0,5,0,3,1.3703609925486508,0
25,94813,2,3,0,0,2,0,27925,802,17,4,15203,16025,7937,0,0.3652373420507554,6,4,1,2,0.16034720977081202,0
55,117136,14,0,1,1,2,2,20575,349,24,4,88535,15431,29703,0,0.04519614730613608,3,8,0,3,0.7558308291217047,0
29,71631,35,2,0,1,4,0,23231,386,2,2,21978,19052,45618,0,0.9007537754021777,2,7,1,3,0.3068224651338108,0
41,29885,18,1,0,1,3,0,12399,602,4,4,68418,5231,39284,0,0.9535252629340579,11,4,1,1,2.289375941107579,0
45,79659,12,1,1,0,1,2,48731,300,3,1,30628,10411,16605,0,0.7353799159460005,10,9,0,0,0.38448888386748514,1
25,74306,20,3,1,2,4,1,24100,680,15,4,53750,8890,25106,0,0.7266845853138338,3,6,0,2,0.723360159341103,0
45,86314,36,3,2,0,4,3,11768,661,2,3,91619,18204,6493,0,0.2408926694117306,8,8,1,0,1.0614616400583914,0
53,85087,26,0,2,1,0,0,34299,680,24,4,37626,12817,32502,0,0.07392557655808463,4,6,1,1,0.4422062124648889,0
43,49165,28,3,2,2,3,3,12357,461,19,0,47299,9290,32335,0,0.8021046358609166,11,2,1,3,0.962046171056646,0
25,78929,19,1,2,0,4,1,2437,318,9,0,94728,6572,25957,0,0.5591619315533676,4,9,1,3,1.20016723891092,0
67,87028,24,1,0,0,1,3,25946,542,10,0,58748,2894,4117,0,0.681627530787175,7,4,1,1,0.6750471112745323,0
45,115998,5,2,0,1,0,3,21888,428,21,0,33407,3417,38176,0,0.77964106808623,6,8,0,0,0.2879963447645649,0
45,69812,35,2,2,0,1,2,6502,475,25,3,8144,16632,33521,1,0.40943426895226886,2,8,0,1,0.11665616226436716,0
54,70500,1,1,2,2,2,2,41376,708,19,3,35083,7810,12501,0,0.1445465899783177,0,7,0,3,0.49763120567375885,0
58,99151,21,1,1,1,0,1,6566,383,28,3,55060,12674,1188,0,0.7950367993628954,11,5,0,3,0.5553146211334228,0
53,78643,31,0,0,1,0,2,42576,675,5,4,15685,10149,47243,0,0.4537656392284074,10,6,0,0,0.19944559592080668,0
44,64900,15,0,0,2,4,0,5014,521,14,0,42488,18274,32113,0,0.8269242308559326,1,6,0,3,0.6546687211093991,0
34,62946,17,1,2,1,2,1,14613,624,10,2,10946,7880,41368,0,0.43769914676001276,2,0,1,0,0.17389508467575382,0
26,27851,4,3,0,0,4,2,41167,750,16,2,23662,12650,43445,1,0.21701640845730608,10,7,0,2,0.8495924742379088,0
50,36288,35,2,1,0,3,2,34699,715,6,0,14650,2115,796,0,0.17100501665378232,0,5,1,3,0.4037147266313933,0
37,92692,29,1,1,1,1,1,36233,744,25,1,41804,6581,47116,0,0.7439217565591678,0,6,1,3,0.45099900746558497,0
30,87580,18,3,0,2,1,0,49391,624,8,4,95873,19447,14836,0,0.5748891227939967,7,9,1,0,1.0946905686229733,0
45,27368,22,1,2,0,4,1,22814,822,2,2,36503,5651,5145,0,0.4046029004646865,7,9,1,2,1.3337839812920198,0
65,105436,33,2,0,2,1,2,24386,465,18,3,52246,1806,36939,1,0.492116756191332,1,1,1,3,0.49552335065821923,0
46,116136,12,2,1,0,1,2,47776,537,29,1,67423,7300,8175,0,0.5496386052865398,7,6,1,3,0.5805521113177654,0
30,66403,28,0,2,0,3,1,42585,312,21,3,78245,19078,49517,0,0.23941644182579602,10,7,1,2,1.178335316175474,0
63,111170,35,0,0,1,2,0,39756,556,21,1,1483,10183,1514,0,0.37816557969768916,1,4,1,3,0.013339929837186291,0
52,29168,21,0,2,1,0,0,8509,813,21,1,47614,16223,15451,0,0.29241146510973504,10,0,0,0,1.6324053757542512,0
23,106497,35,0,2,2,4,3,23316,509,20,4,98187,14368,37704,0,0.38842384674562724,4,5,0,2,0.921969632947407,0
35,69879,8,2,1,1,4,0,46617,783,8,3,51774,5493,48393,0,0.5005622135179049,0,2,1,2,0.7409092860516034,0
68,79871,38,3,2,0,3,1,12071,664,27,3,87839,4650,16882,0,0.1733575390543659,8,4,1,1,1.099760864393835,0
22,129632,18,3,0,0,3,0,28742,524,5,2,19878,12067,11433,0,0.393515062648888,3,8,0,3,0.1533417674648235,0
64,131623,37,3,2,2,0,0,47849,493,17,0,8048,16225,1369,0,0.3854944433069235,9,6,1,2,0.061144328878691416,0
42,109388,5,1,2,2,2,3,14228,495,16,0,40121,12592,14068,1,0.2860038168422627,10,7,0,2,0.36677697736497605,0
19,118646,14,0,0,0,4,0,12614,699,26,2,66811,792,41658,0,0.9984963248024521,1,5,1,2,0.5631121150312695,0
27,52174,19,0,1,1,3,3,11301,356,5,1,87401,1089,8116,0,0.07362750899429138,0,8,1,1,1.6751830413615978,0
47,119751,8,2,1,1,4,3,36549,512,17,2,96743,19164,43687,0,0.6429511392857358,5,2,1,3,0.8078679927516262,0
67,112491,31,2,0,2,1,0,43851,578,4,2,90173,789,26826,0,0.17443860653643561,10,0,1,2,0.8016019059302522,0
62,26581,3,1,0,2,4,2,12374,679,1,3,22031,4194,43453,0,0.8395239892851823,7,9,1,3,0.8288251006357925,0
22,130155,17,1,1,0,2,1,35407,416,22,2,18370,12558,31237,0,0.9141965360093008,3,3,0,2,0.14113941070262379,0
50,91853,4,3,2,0,2,1,47606,750,6,1,50047,13475,5364,0,0.40147798260895884,0,7,1,0,0.5448597215115456,0
18,84046,19,2,0,2,4,0,42741,709,1,0,46238,6671,90,0,0.8234784494207097,0,5,1,2,0.550151107726721,0
35,69678,22,0,2,0,1,1,14982,666,28,4,68037,5961,12086,0,0.24990944935006043,5,6,0,2,0.9764488073710497,0
49,128392,10,3,0,2,2,1,32258,412,24,2,15256,12048,11389,0,0.14006850732926157,1,8,1,1,0.11882360271668016,1
64,131250,36,0,1,2,3,3,46652,463,4,2,58207,5155,16855,0,0.31587826640261096,4,1,0,2,0.44348190476190474,0
66,46649,21,3,2,1,4,2,11248,303,2,3,41330,313,38852,0,0.34167401389104723,1,6,0,0,0.8859782631996399,0
28,147795,3,0,2,2,1,1,11515,322,13,3,93899,232,42225,0,0.39735754478557894,8,3,0,2,0.635332724381745,0
38,108668,28,1,0,0,3,2,36042,391,14,2,10546,9221,27384,0,0.37295894195781876,1,6,1,0,0.09704788898295727,0
43,102325,33,3,2,1,4,1,27809,768,17,2,24152,11798,1111,0,0.41114445285050394,4,7,0,0,0.23603225018323967,0
42,34567,12,0,0,1,1,2,11830,454,11,1,55529,2711,33365,0,0.71003336580513,3,1,1,0,1.6064165244308155,1
39,100404,8,0,1,0,3,2,36248,506,3,0,37456,12531,11408,0,0.2455801328657352,10,6,1,1,0.37305286641966456,0
44,109906,30,2,2,0,2,1,7799,380,7,0,14386,10480,24002,0,0.01857559576512169,0,7,1,3,0.13089367277491676,0
66,128069,6,3,0,0,4,3,9547,782,10,4,86781,7940,17738,0,0.48968055138127164,9,0,0,3,0.6776112876652429,0
30,116019,3,0,2,2,4,2,32562,706,11,0,32323,12191,40645,0,0.448291244204864,8,9,0,0,0.2786009188150217,0
50,81944,18,2,0,1,2,2,15328,402,10,4,39448,19728,12138,0,0.06006498984343045,2,4,1,1,0.4814019330274334,1
51,138428,29,0,0,2,0,1,13679,539,8,3,13822,2122,11427,1,0.13380140150141373,9,8,1,1,0.09984974138180137,0
58,98002,30,3,0,2,3,2,22058,564,5,4,73830,3779,10896,0,0.5099208946848939,7,1,0,3,0.7533519724087263,0
52,48803,34,1,1,2,2,2,33237,332,23,4,6662,5654,2389,0,0.23475076001957929,3,5,1,0,0.13650800155728132,0
18,38230,20,3,2,2,4,3,47696,334,2,0,82793,12374,15360,0,0.877598294141447,10,1,0,3,2.1656552445723256,1
38,37862,30,3,1,1,3,2,20906,548,28,2,6405,11169,36843,0,0.17329248645949513,8,2,1,3,0.16916697480323278,0
65,63355,18,0,0,1,3,3,44427,349,28,3,94801,1172,28226,0,0.02012263184851626,4,5,0,1,1.4963459868992186,1
23,51259,30,0,0,2,0,2,39872,579,15,1,57983,7317,16847,0,0.44756376939106035,1,4,0,1,1.1311769640453384,0
45,119075,31,3,1,0,4,2,17547,451,16,4,38957,159,47565,0,0.9861631106082555,7,3,0,2,0.3271635523829519,0
34,107445,1,2,1,1,1,3,24306,836,4,4,85440,2129,17456,0,0.6338725263064764,3,6,0,1,0.7951975429289404,0
22,50795,9,2,2,2,0,3,29210,529,22,4,15880,19462,5446,0,0.35402972126192445,1,2,1,1,0.3126291957869869,0
48,134604,1,2,0,0,0,0,46693,587,28,2,16008,18613,16857,1,0.016868011467858324,5,9,0,3,0.11892662922350004,0
22,28770,1,0,1,0,1,2,29239,694,28,1,20176,2917,37751,0,0.4849484397422268,0,6,1,1,0.7012860618700035,0
55,31093,23,0,0,2,1,3,28830,752,16,0,89296,19397,33706,0,0.20646600213843025,7,8,0,1,2.871900427749011,1
20,66571,16,3,0,1,0,2,4381,332,12,3,72933,12765,14703,0,0.647754085446646,8,1,0,3,1.0955671388442414,0
40,20193,31,1,2,0,3,2,35832,662,28,2,2064,6326,17694,1,0.5830084937313013,6,4,1,1,0.10221363838954094,0
54,120311,15,0,2,1,2,2,40357,410,14,1,14370,1579,39959,0,0.26521377538718494,8,0,0,1,0.11944045016665143,0
54,37569,15,3,2,1,2,1,29841,420,12,3,14719,14509,15058,0,0.06888273421867164,1,6,1,2,0.3917857808299396,0
27,137082,38,3,1,0,0,0,8447,315,28,0,82477,14349,4056,0,0.7550191980403347,10,1,1,0,0.6016617790811339,0
27,31190,30,1,0,2,3,1,21368,822,21,3,20380,1960,12855,0,0.5854640945929422,0,4,0,2,0.653414555947419,0
36,82824,23,2,1,0,1,0,21271,397,16,4,10879,7902,23488,0,0.8421262495086284,6,0,1,1,0.13135081618854438,0
34,62752,0,3,1,0,0,2,1339,415,16,4,54794,14033,15772,0,0.2598000156367163,3,0,1,3,0.8731833248342682,0
38,52327,10,3,2,1,4,2,20974,770,22,2,3448,3844,23116,0,0.6528620647804121,9,3,0,3,0.0658933246698645,0
31,62070,20,3,0,2,3,3,27509,738,12,3,95629,4697,33027,0,0.11868050052868495,7,6,1,0,1.5406637667149992,0
26,105925,3,2,0,1,4,0,38898,580,2,4,36402,2390,1656,0,0.2918099079168437,2,6,1,3,0.3436582487609157,0
63,60197,6,2,2,0,4,0,27221,648,23,2,84007,1419,43915,0,0.6565391118773696,6,7,0,1,1.3955346611957407,0
18,22261,25,1,0,2,0,1,28263,531,24,2,9469,3917,28855,0,0.8255813051447931,6,8,1,2,0.4253627420151835,0
68,138424,11,0,2,2,3,0,8733,410,29,2,63305,14206,44079,0,0.3209255017433469,10,3,0,0,0.45732676414494594,0
62,113905,30,2,1,2,4,2,46878,651,14,0,21146,12620,39058,1,0.7988535565565013,9,1,1,2,0.18564593301435406,0
30,46512,16,0,1,2,3,3,6049,311,11,4,61066,11822,5913,0,0.6777524602732825,8,9,0,3,1.3129084967320261,0
21,26716,32,0,2,2,2,1,44086,787,9,4,56318,4942,7973,0,0.34867477150759985,10,9,1,1,2.108025153466088,0
18,106795,10,2,1,0,4,3,46401,832,22,1,63951,8354,16975,0,0.8763969377444393,3,2,1,0,0.5988201694835901,0
66,48933,27,3,1,0,4,0,22088,584,7,0,4178,5198,42392,0,0.5092290660354312,9,8,0,3,0.0853820530112603,0
57,127225,31,1,2,0,3,0,16608,844,29,4,93555,11271,13305,0,0.6482468225460822,0,7,1,3,0.7353507565337002,0
49,24378,0,0,1,1,2,1,1638,691,12,4,69379,11030,10679,0,0.4956313419034801,6,5,0,2,2.845967675773238,0
51,60583,27,3,0,2,4,0,8709,469,29,1,4514,16926,21961,0,0.452719960490768,9,2,1,3,0.07450935080798243,0
45,132082,6,2,1,2,0,3,6143,376,17,3,5607,17816,228,0,0.8479777172388564,11,9,0,2,0.04245090171257249,0
48,105371,1,0,2,0,3,2,2224,596,9,3,37923,8860,15643,0,0.29470441503862577,5,7,0,3,0.3598997826726519,0
25,49033,23,0,0,2,3,1,48234,629,6,0,32832,15762,27355,0,0.03662922236372468,10,1,1,2,0.6695898680480493,0
56,44000,3,0,0,1,4,0,49047,362,12,2,34510,968,42328,0,0.8797826435449612,0,3,0,2,0.7843181818181818,0
43,131032,18,3,1,2,2,3,45870,569,20,1,89435,5800,18008,0,0.825023953051183,8,3,0,1,0.6825431955552842,0
51,95868,25,3,0,2,4,2,38013,515,10,1,3161,7470,23474,0,0.3665604745696127,9,8,1,0,0.03297242041139901,0
